cluster,sil_width,Common.I
0,0.5463152976311156,0.47277205419309476
0,0.5526818033229595,0.4680326454982804
0,0.5550164275244317,0.4661583956496791
0,0.5555781229758279,0.46567514402236115
0,0.6148321539406402,0.41385522594364216
0,0.6508075589329322,0.3693318747668615
0,0.7064067669874854,0.32867151395358274
0,0.7066412999239777,0.3284292012777924
0,0.7075151374103898,0.327476530058474
0,0.7646638070207306,0.2602341784876156
0,0.7648248862064573,0.2600229306154378
0,0.7648248862064573,0.2600229306151942
0,0.7649750160647828,0.2598179262287318
0,0.8477469168570582,0.14296021218248678
0,0.850720393156223,0.13903421052382942
0,0.8511941419900162,0.13837339359269174
0,0.8515887487892114,0.1377816371360228
0,0.8799269448876249,0.09154499596417763
0,0.8835850769140079,0.08636575202670257
0,0.8835850769140079,0.08636575202667597
0,0.8838123928672691,0.0860029176431077
0,0.8840968590256086,0.08552108485868595
0,0.8840968590256086,0.08552108485848448
0,0.8841775645737731,0.08538117949263109
0,0.8841775645737731,0.08538117949259333
0,0.9038280212674763,0.05048846273777465
0,0.9038840189188969,0.05038621952127257
0,0.9038840189188969,0.0503862195212285
0,0.9038840189188969,0.050386219521222436
0,0.9038840189188969,0.05038621952121425
0,0.9038840189188969,0.050386219521208794
0,0.9038840189188969,0.05038621952120619
0,0.9071886410648479,0.039876390979499944
0,0.9072304246513894,0.03978609625206049
0,0.9072304246513894,0.039786096252060026
0,0.9072304246513894,0.03978609625205846
0,0.9072304246513894,0.03978609625205842
0,0.9072304246513894,0.03978609625205947
0,0.9072304246513894,0.03978609625206196
0,0.9072304246513894,0.039786096252065195
0,0.9072304246513894,0.03978609625206582
0,0.9072304246513894,0.03978609625206951
0,0.9072304246513894,0.03978609625207031
0,0.9072304246513894,0.03978609625207033
0,0.9072304246513894,0.03978609625206866
0,0.9072304246513894,0.03978609625206864
0,0.9072304246513894,0.03978609625206881
0,0.9072304246513894,0.03978609625206877
0,0.9072304246513894,0.03978609625206742
0,0.9072304246513894,0.0397860962520674
0,0.9072304246513894,0.0397860962520674
0,0.9072304246513894,0.039786096252067846
0,0.9072304246513894,0.03978609625206782
0,0.9072304246513894,0.039786096252067804
0,0.9072304246513894,0.03978609625206782
0,0.9072304246513894,0.03978609625206778
0,0.9072304246513894,0.039786096252068665
0,0.9072304246513894,0.039786096252069435
0,0.9072304246513894,0.03978609625207036
0,0.9072304246513894,0.03978609625207034
0,0.9136279458270332,0.03153999552789576
0,0.9137492814105405,0.031324812787938694
0,0.9137492814105405,0.03132481278793781
0,0.9137670604872715,0.031286497607896105
0,0.9137670604872715,0.031286497607896153
0,0.9137670604872715,0.031286497607893884
0,0.9137670604872715,0.031286497607893066
0,0.9137670604872715,0.0312864976078934
0,0.9137670604872715,0.03128649760789485
0,0.9137670604872715,0.03128649760789521
0,0.9137670604872715,0.03128649760789386
0,0.9137670604872715,0.031286497607894065
0,0.9137670604872715,0.03128649760789195
0,0.9137670604872715,0.031286497607891546
1,-0.4808265582577904,0.5331953815944575
1,-0.47074044166908025,0.5396503074080782
1,-0.3805177634053417,0.5930037129918616
1,-0.3712171323339889,0.5983720668266278
1,-0.2726520378352504,0.6484342201427067
1,-0.26922726044542455,0.6502138256331728
1,-0.26886303997731864,0.6504002528338405
1,-0.169453381385667,0.6930133285538493
1,-0.16455674867107906,0.6952161284836769
1,0.050669060568010016,0.7668020066264485
1,0.2673012262713086,0.6049955468150144
1,0.32829685397581876,0.8589226211189903
1,0.3341577351466575,0.8576341912539468
1,0.3651028833214035,0.8677642721695482
1,0.3945703296191897,0.6777426292504382
1,0.4046536444157046,0.8756391392992886
1,0.4060024458336763,0.6863422052396054
1,0.4070224374814667,0.8747426543466412
1,0.42393204480407776,0.8725819022847832
1,0.4487077724594766,0.7320089360661961
1,0.4492945162096015,0.7304559212590044
1,0.45307253591361785,0.861167312741623
1,0.46657339896615946,0.854711061903374
1,0.4699812211818474,0.7781855928567203
1,0.4786407184157291,0.8355761454772074
1,0.4796192187629785,0.8260752825881484
